function1_name,function2_name,file_name_function1,file_name_function2,parameter_passed,level_of_abstraction_function1,level_of_abstraction_function2,mapping_type,code_function1,code_function2
search,mDB.rawQuery,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,srchtxt.getText,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,toString,SQLInjectionActivity.java,unknown,"[[], [], []]",High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,cr.getCount,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,cr.moveToFirst,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,cr.moveToNext,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,strb.append,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,cr.getString,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,cr.getString,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,cr.getString,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,strb.append,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,srchtxt.getText,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,toString,SQLInjectionActivity.java,unknown,"[[], [], []]",High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,Toast.makeText,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,show,SQLInjectionActivity.java,unknown,[[]],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,strb.toString,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,Log.d,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
search,e.getMessage,SQLInjectionActivity.java,unknown,[],High-level (Application),Unknown,Direct,"search(View view) {
        EditText srchtxt = (EditText) findViewById(R.id.ivi1search);
        Cursor cr = null;
        try {
            cr = mDB.rawQuery(""SELECT * FROM sqliuser WHERE user = '"" + srchtxt.getText().toString() + ""'"", null);
            StringBuilder strb = new StringBuilder("""");
            if ((cr != null) && (cr.getCount() > 0)) {
                cr.moveToFirst();

                do {
                    strb.append(""User: ("" + cr.getString(0) + "") pass: ("" + cr.getString(1) + "") Credit card: ("" + cr.getString(2) + "")\n"");
                }",
onCreate,setContentView,AccessControl3Activity.java,unknown,[['activity_access_control3']],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
onCreate,PreferenceManager.getDefaultSharedPreferences,AccessControl3Activity.java,unknown,[],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
onCreate,spref.getString,AccessControl3Activity.java,unknown,[],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
onCreate,getString,AccessControl3Activity.java,unknown,"[['MethodInvocation(arguments=[MemberReference(member=pkey, postfix_operators=[], prefix_operators=[], qualifier=R.string, selectors=[])], member=getString, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[], type_arguments=None)', '""""'], ['pkey']]",Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
onCreate,pin.isEmpty,AccessControl3Activity.java,unknown,[],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
onCreate,findViewById,AccessControl3Activity.java,unknown,[['aci3viewbutton']],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
onCreate,vbutton.setVisibility,AccessControl3Activity.java,unknown,[],Mid-level (Logic),Unknown,Direct,"onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_access_control3);

        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        String pin = spref.getString(getString(R.string.pkey), """");

        if (!pin.isEmpty()) {
            Button vbutton = (Button) findViewById(R.id.aci3viewbutton);
            vbutton.setVisibility(View.VISIBLE);
        }",
addPin,PreferenceManager.getDefaultSharedPreferences,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,spref.edit,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,findViewById,AccessControl3Activity.java,unknown,"[['aci3Pin'], ['aci3viewbutton']]",High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,pinTxt.getText,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,toString,AccessControl3Activity.java,unknown,[[]],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,pin.isEmpty,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,Toast.makeText,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,show,AccessControl3Activity.java,unknown,"[[], []]",High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,findViewById,AccessControl3Activity.java,unknown,"[['aci3Pin'], ['aci3viewbutton']]",High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,spedit.putString,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,getString,AccessControl3Activity.java,unknown,[['pkey']],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
addPin,spedit.commit,AccessControl3Activity.java,unknown,[],High-level (Application),Unknown,Direct,"addPin(View view) {
        SharedPreferences spref = PreferenceManager.getDefaultSharedPreferences(this);
        SharedPreferences.Editor spedit = spref.edit();
        EditText pinTxt = (EditText) findViewById(R.id.aci3Pin);
        String pin = pinTxt.getText().toString();

        if (pin == null || pin.isEmpty()) {
            Toast.makeText(this, ""Please Enter a valid pin!"", Toast.LENGTH_SHORT).show();
        }",
